lat,lon,type,name,tags
49.2724357,-123.135847,bakery,A Bread Affair,"{'website': 'https://abreadaffair.com', 'addr:housenumber': '1680', 'phone': '+1-604-675-0000', 'opening_hours': 'Mo-Th 08:30-19:00; Fr-Su 08:30-19:30; PH 08:30-19:30', 'description': 'organic bakery', 'addr:street': 'Johnston Street', 'organic': 'only'}"
49.2885438,-123.124478,alcohol,Coal Harbour Liquor Store,"{'addr:province': 'BC', 'opening_hours': 'Mo-Su 10:00-23:00', 'addr:housenumber': '1218', 'addr:street': 'West Pender Street', 'drive_through': 'no', 'addr:city': 'Vancouver'}"
49.2736081,-123.1185044,ice_cream,Bella Gelateria,"{'website': 'https://bellagelateria.com/yaletown', 'addr:housenumber': '1089', 'phone': '+1-778-737-7890', 'amenity': 'ice_cream', 'opening_hours': '09:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Marinaside Crescent', 'addr:postcode': 'V6Z 2Z4', 'addr:city': 'Vancouver'}"
49.2793213,-123.1213185,convenience,Foodness Supermarket,"{'addr:province': 'BC', 'addr:housenumber': '927', 'opening_hours': 'Mo-Fr 09:00-22:30; Sa 09:00-23:30; Su 13:00-22:00', 'check_date:opening_hours': '2021-03-22', 'addr:street': 'Seymour Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}"
49.2888268,-123.139684,convenience,7-Eleven,"{'opening_hours:signed': 'no', 'brand:wikidata': 'Q259340', 'addr:province': 'BC', 'wheelchair': 'yes', 'brand:wikipedia': 'en:7-Eleven', 'check_date:opening_hours': '2022-10-29', 'addr:street': 'Denman Street', 'brand': '7-Eleven', 'addr:city': 'Vancouver'}"
49.2886668,-123.13943,alcohol,Denman Liquor Store,"{'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '1060', 'phone': '+1-604-633-1863', 'opening_hours': 'Mo-Su 09:00-23:00', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2M6', 'addr:city': 'Vancouver'}"
49.2848663,-123.114852,chemist,Rexall,"{'brand:wikidata': 'Q39045377', 'addr:province': 'BC', 'addr:housenumber': '499', 'drive_through': 'no', 'brand:wikipedia': 'en:Rexall (Canada)', 'amenity': 'pharmacy', 'opening_hours': 'Mo-Fr 07:00-21:00; Sa,Su 09:00-20:00', 'addr:street': 'Granville Street', 'brand': 'Rexall', 'branch': 'Drugstore', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver'}"
49.2824526,-123.109036,clothes,Okakie,"{'opening_hours': 'Mo-Sa 11:00-19:00; Su 11:00-17:00', 'addr:housenumber': '157', 'name:en': 'Okakie', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}"
49.2828829,-123.1098894,jewelry,Cavalier,"{'opening_hours': 'Tu-Fr 11:00-18:00; Sa 11:00-16:00', 'addr:housenumber': '217', 'addr:street': 'West Hastings Street'}"
49.2833121,-123.123159,cosmetics,L'Occitane,"{'brand:wikidata': 'Q1880676', 'addr:province': 'BC', 'addr:housenumber': '1000', 'phone': '+1-604-681-4408', 'brand:wikipedia': ""en:L'Occitane en Provence"", 'opening_hours': 'Mo-Th 10:00-18:00; Fr,Sa 10:00-19:00; Su 11:00-17:00', 'addr:street': 'Robson Street', 'brand': ""L'Occitane"", 'addr:postcode': 'V6E 1A7', 'addr:city': 'Vancouver'}"
49.2822519,-123.1092831,convenience,Victory Food Market,"{'addr:housenumber': '166', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}"
49.2821674,-123.1089602,clothes,Eastwood,"{'addr:housenumber': '154', 'addr:street': 'West Hastings Street'}"
49.2829977,-123.1105909,clothes,Venus & Mars,"{'website': 'https://venusandmars.biz/', 'addr:housenumber': '324', 'addr:street': 'West Hastings Street', 'phone': '+1-604-687-1908', 'clothes': 'erotic;fashion'}"
49.2841975,-123.1163764,department_store,Holt Renfrew,"{'addr:province': 'BC', 'addr:housenumber': '737', 'addr:street': 'Dunsmuir Street', 'addr:city': 'Vancouver'}"
49.2787287,-123.13015,beauty,Fantasy Nail Studio,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'website': 'http://www.fantasynailsvancouver.com', 'addr:housenumber': '1229', 'beauty': 'nails', 'phone': '+1-604-669-9688', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
49.2786851,-123.130254,beauty,Mink Lash Boutique,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.minklashboutique.com/', 'addr:housenumber': '1237', 'phone': '+1-604-336-5274', 'opening_hours': 'Mo-Sa 10:00-19:00; Su 11:00-17:00', 'check_date:opening_hours': '2021-11-11', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
49.2812814,-123.124115,clothes,Top Drawer,"{'addr:province': 'BC', 'check_date:opening_hours': '2022-02-13', 'addr:housenumber': '939', 'addr:street': 'Hornby Street', 'clothes': 'men;underwear', 'addr:city': 'Vancouver'}"
49.2811016,-123.124385,convenience,Oscar's Smoke Shop,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 07:00-19:00; Sa 09:00-19:00; Su 10:30-19:00', 'addr:housenumber': '951', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}"
49.2819564,-123.123078,convenience,Terrace Smoke Shop,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 08:00-19:00; Sa 12:00-18:00', 'addr:housenumber': '863', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}"
49.2899137,-123.1375662,convenience,Denman Market,"{'opening_hours:signed': 'no', 'wheelchair': 'yes', 'addr:street': 'Denman Street'}"
49.2793616,-123.120665,alcohol,Viti Wine and Lager,"{'addr:province': 'BC', 'website': 'https://www.vitiwinelagers.com/', 'addr:housenumber': '900', 'phone': '+1-604-683-3806', 'opening_hours': 'Mo-Sa 09:00-23:00; Su 10:30-23:00', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3L9', 'addr:city': 'Vancouver'}"
49.2783946,-123.130591,convenience,Burrard Corner Store,"{'addr:province': 'BC', 'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'addr:housenumber': '1253', 'opening_hours': 'Mo-Sa 12:00-17:00', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
49.2812886,-123.119452,clothes,Lids,"{'brand:wikidata': 'Q19841609', 'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '681', 'brand:wikipedia': 'en:Lids (store)', 'opening_hours': 'Mo-Su 11:00-19:00', 'addr:street': 'Robson Street', 'brand': 'Lids', 'clothes': 'hats', 'addr:city': 'Vancouver'}"
49.2804861,-123.121437,sports,Champs Sports,"{'opening_hours:signed': 'no', 'brand:wikidata': 'Q2955924', 'addr:province': 'BC', 'website': 'https://stores.champssports.ca/ca/bc/vancouver/897-granville-street', 'addr:housenumber': '897', 'phone': '+1-604-683-5525', 'brand:wikipedia': 'en:Champs Sports', 'opening_hours': 'Mo-Sa 10:00-20:00, Su 11:00-19:00', 'addr:street': 'Granville Street', 'brand': 'Champs Sports', 'addr:postcode': 'V6Z1K7', 'addr:city': 'Vancouver'}"
49.2796199,-123.108333,beauty,Mayflower Beauty Spa,"{'addr:province': 'BC', 'opening_hours': 'Tu-Su 09:30-18:30', 'addr:housenumber': '138', 'addr:street': 'Keefer Place', 'addr:city': 'Vancouver'}"
49.2796129,-123.108432,beauty,Barefoot Oasis,"{'addr:province': 'BC', 'addr:housenumber': '168', 'addr:street': 'Keefer Place', 'beauty': 'spa;massage', 'addr:city': 'Vancouver'}"
49.2817552,-123.1197616,department_store,Nordstrom,"{'brand:wikidata': 'Q174310', 'brand': 'Nordstrom', 'brand:wikipedia': 'en:Nordstrom', 'addr:city': 'Vancouver'}"
49.2793271,-123.122593,convenience,7-Eleven,"{'brand:wikidata': 'Q259340', 'addr:province': 'BC', 'addr:housenumber': '982', 'payment:credit_cards': 'yes', 'brand:wikipedia': 'en:7-Eleven', 'opening_hours': '24/7', 'addr:street': 'Granville Street', 'brand': '7-Eleven', 'addr:city': 'Vancouver'}"
49.2815332,-123.116337,beauty,Magic Touch,"{'addr:province': 'BC', 'opening_hours': 'Mo-Sa 10:00-19:00', 'addr:housenumber': '557', 'addr:street': 'West Georgia Street', 'phone': '+1-604-689-4247', 'addr:city': 'Vancouver'}"
49.2814819,-123.116251,clothes,Qvorvm,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '525', 'addr:street': 'West Georgia Street', 'addr:city': 'Vancouver'}"
49.2827054,-123.1115927,supermarket,Pender Grocery,"{'addr:housenumber': '345', 'addr:street': 'West Pender Street'}"
49.2814437,-123.116188,beauty,Dona Lucia,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 09:00-19:00; Sa 10:00-18:00', 'addr:housenumber': '521', 'addr:street': 'West Georgia Street', 'phone': '+1-604-566-9112', 'addr:city': 'Vancouver'}"
49.2815714,-123.116404,jewelry,Time & Gold,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 09:30-17:30; Sa 10:00-17:30', 'addr:housenumber': '559', 'addr:street': 'West Georgia Street', 'addr:city': 'Vancouver'}"
49.2862793,-123.1157082,clothes,Cicino,"{'addr:housenumber': '848', 'addr:street': 'West Hastings Street'}"
49.2092549,-123.1408604,supermarket,Safeway,"{'brand:wikidata': 'Q1508234', 'brand': 'Safeway', 'brand:wikipedia': 'en:Safeway Inc.'}"
49.2087791,-123.141694,alcohol,BC Liquor Store,"{'brand:wikidata': 'Q43079557', 'addr:housenumber': '1525', 'addr:street': 'West 70th Avenue', 'brand': 'BC Liquor Store', 'brand:wikipedia': 'en:BC Liquor Stores'}"
49.277439,-123.12696,convenience,Urban Choice Market,"{'addr:province': 'BC', 'opening_hours': '24/7', 'addr:housenumber': '732', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.2785268,-123.128576,nutrition_supplements,Popeye's Supplements,"{'brand:wikidata': 'Q71096495', 'website': 'https://www.popeyescanada.com/loc_british-columbia_vancouver.html', 'addr:housenumber': '916', 'opening_hours': 'Mo-Fr 10:00-21:00; Sa,Su 10:00-20:00', 'check_date:opening_hours': '2021-04-06', 'not:name': 'Popeyes', 'addr:street': 'Davie Street', 'brand': ""Popeye's Supplements""}"
49.2775637,-123.127147,nutrition_supplements,Body Energy Club,"{'addr:province': 'BC', 'addr:housenumber': '746', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.2098852,-123.0817139,alcohol,Dogwood Lounge,"{'website': 'http://www.dogwoodbrew.com/brewerylounge/', 'product': 'beer', 'internet_access': 'wlan', 'amenity': 'bar', 'internet_access:fee': 'no', 'addr:postcode': 'V5X 4R6', 'addr:city': 'Vancouver', 'addr:housenumber': '8284', 'phone': '+1-604-325-3693', 'opening_hours': 'We-Th 15:30-20:00; Fr-Su 12:00-20:00', 'outdoor_seating': 'no', 'addr:street': 'Sherbrooke Street', 'email': 'tastingroom@dogwoodbrewing.ca'}"
49.2798301,-123.13059,variety_store,Amy's,"{'addr:province': 'BC', 'addr:housenumber': '1050', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.2796189,-123.130273,alcohol,Marquis Wine Cellars,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.marquis-wines.com/', 'addr:housenumber': '1034', 'phone': '+1-604-684-0445', 'drive_through': 'no', 'opening_hours': 'Mo-Su 11:00-19:00', 'addr:street': 'Davie Street', 'addr:postcode': 'V6E 1M3', 'email': 'info@marquis-wines.com', 'addr:city': 'Vancouver'}"
49.2801057,-123.131017,clothes,Urban Villa,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'addr:housenumber': '1076', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.2800167,-123.1308784,nutrition_supplements,Genesis Nutrition,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 10:00-19:00; Sa 10:00-18:30', 'addr:housenumber': '1070', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.279883,-123.130666,beauty,Davie Village Tanning,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 10:00-19:00; Sa 10:00-17:00; PH,Su 10:00-15:00', 'wheelchair': 'yes', 'addr:housenumber': '1060', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.2795103,-123.1229184,tobacco,Granville Tobacconist,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '995', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
49.278767,-123.119273,jewelry,"Lacy West Supplies, Ltd.","{'addr:province': 'BC', 'website': 'https://lacywest.com/', 'addr:housenumber': '480', 'phone': '+1-604-669-5229', 'opening_hours': 'Mo-Fr 08:30-16:30', 'addr:street': 'Smithe Street', 'fax': '+1-604-628-4480', 'addr:postcode': 'V6B 5E4', 'addr:unit': '102', 'addr:city': 'Vancouver'}"
49.278693,-123.117849,beauty,e-style beauty spa,"{'addr:province': 'BC', 'addr:housenumber': '878', 'addr:street': 'Homer Street', 'addr:city': 'Vancouver'}"
49.2808997,-123.120249,clothes,Urban Outfitters,"{'brand:wikidata': 'Q3552193', 'addr:province': 'BC', 'addr:housenumber': '830', 'brand:wikipedia': 'en:Urban Outfitters', 'opening_hours': 'Mo-Sa 11:00-20:00; Su 11:00-19:00', 'addr:street': 'Granville Street', 'brand': 'Urban Outfitters', 'clothes': 'women;men', 'addr:city': 'Vancouver'}"
49.2807176,-123.120551,sports,Adidas,"{'brand:wikidata': 'Q3895', 'addr:province': 'BC', 'addr:housenumber': '848', 'brand:wikipedia': 'en:Adidas', 'opening_hours': 'Mo-Sa 11:00-19:00; Su 12:00-18:00', 'addr:street': 'Granville Street', 'brand': 'Adidas', 'addr:city': 'Vancouver'}"
49.2833921,-123.1131385,convenience,Al-Madina General Store,"{'addr:province': 'BC', 'addr:housenumber': '516', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
49.2780482,-123.127236,clothes,Topdrawers,"{'addr:province': 'BC', 'opening_hours': 'Mo-Sa 11:00-19:00; Su 11:00-18:00', 'addr:housenumber': '809', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
49.283786,-123.1118241,convenience,My Convenience Store,"{'addr:housenumber': '450', 'addr:street': 'West Hastings Street'}"
49.2847821,-123.12479,shoes,Camper,"{'brand:wikidata': 'Q1030922', 'addr:province': 'BC', 'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'addr:housenumber': '1101', 'brand:wikipedia': 'en:Camper (company)', 'opening_hours': 'Mo-Th 11:00-17:00; Fr,Sa 11:00-18:00; Su 12:00-17:00', 'addr:street': 'Robson Street', 'brand': 'Camper', 'addr:city': 'Vancouver'}"
49.2855957,-123.123619,clothes,Burberry,"{'brand:wikidata': 'Q390107', 'addr:province': 'BC', 'addr:housenumber': '1101', 'brand:wikipedia': 'en:Burberry', 'opening_hours': 'Mo-Su 11:00-18:00', 'addr:street': 'Alberni Street', 'brand': 'Burberry', 'clothes': 'men;women', 'addr:city': 'Vancouver'}"
49.2840683,-123.1134863,convenience,Seymour Mini Mart,"{'addr:housenumber': '468', 'addr:street': 'Seymour Street'}"
49.2849157,-123.124064,clothes,Moncler,"{'brand:wikidata': 'Q1548951', 'addr:province': 'BC', 'addr:housenumber': '748', 'brand:wikipedia': 'en:Moncler', 'opening_hours': '11:00-18:00', 'addr:street': 'Thurlow Street', 'brand': 'Moncler', 'addr:city': 'Vancouver'}"
49.2835911,-123.122711,clothes,Cema Rose,"{'addr:province': 'BC', 'opening_hours': 'Su-Fr 11:00-18:00; Sa 11:00-19:00', 'addr:housenumber': '781', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
49.2846875,-123.1144956,clothes,Dunn's,{}
49.2768906,-123.0748431,camera,Fusion Cine,"{'addr:housenumber': '1469', 'addr:street': 'Venables Street', 'addr:city': 'Vancouver'}"
49.2768336,-123.075995,wholesale,Sani Marc | Wood Wyant,"{'addr:housenumber': '1379', 'addr:street': 'Venables Street', 'addr:city': 'Vancouver'}"
49.2762816,-123.100144,antiques,The Source,"{'website': 'https://source929main.myshopify.com/', 'addr:housenumber': '929', 'addr:street': 'Main Street', 'phone': '+1-604-684-9914'}"
49.1838687,-123.0932164,bakery,Rising Sun Bakery and Patisserie,{'phone': '+1-604-303-7439'}
49.2790935,-123.122535,beauty,Mirror & Co,"{'addr:province': 'BC', 'addr:housenumber': '655', 'phone': '+1-604-559-6877', 'opening_hours': 'Mo,We-Fr 11:00-18:00; Sa 11:00-17:00', 'check_date:opening_hours': '2021-08-05', 'addr:street': 'Nelson Street', 'addr:city': 'Vancouver'}"
49.2794688,-123.107847,convenience,Neotown,"{'alt_name': 'Your Local Convenience Store', 'addr:housenumber': '623', 'addr:street': 'Abbott Street', 'addr:postcode': 'V6B 0J4', 'addr:city': 'Vancouver'}"
49.281926,-123.1075391,clothes,H:Mali,"{'addr:province': 'BC', 'addr:housenumber': '104', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}"
49.2819863,-123.107891,clothes,Duer,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://duer.ca/pages/vancouver', 'payment:credit_cards': 'yes', 'addr:postcode': 'V6B 1G8', 'clothes': 'women;men;denim', 'addr:city': 'Vancouver', 'addr:housenumber': '118', 'phone': '+1-604-336-1341', 'opening_hours': 'Mo-Sa 11:00-19:00; Su 11:00-17:00', 'addr:street': 'West Hastings Street', 'payment:debit_cards': 'yes', 'brand': 'Duer', 'email': 'DUERVancouver@dishandduer.com'}"
49.2815564,-123.1024544,convenience,Vancity Corner Store,{}
49.2836508,-123.1116513,clothes,New World Designs,"{'addr:housenumber': '434', 'clothes': 'women', 'addr:street': 'West Hastings Street'}"
49.2862895,-123.1165248,tea,Silver Crescent Tea Co.,"{'addr:housenumber': '433', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}"
49.2840058,-123.1115701,clothes,Mr Big & Tall,"{'opening_hours': 'Mo-We 10:00-18:00; Th,Fr 10:00-21:00; Sa 09:30-18:00; Su 11:00-17:00', 'addr:housenumber': '475', 'addr:street': 'West Hastings Street'}"
49.2862285,-123.1166052,convenience,Jubilee Smoke & Things,"{'addr:housenumber': '435', 'addr:street': 'Hornby Street', 'addr:city': 'Vancouver'}"
49.2835234,-123.113319,e-cigarette,Vaporline,"{'addr:province': 'BC', 'website': 'https://www.vaporline.ca', 'addr:housenumber': '520', 'addr:street': 'West Pender Street', 'phone': '+1-604-423-2477', 'addr:city': 'Vancouver'}"
49.2836523,-123.1135326,clothes,Alma Bridal,"{'addr:province': 'BC', 'website': 'https://www.almabridal.com/', 'addr:housenumber': '526', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6B 1V3', 'clothes': 'wedding;women;bridesmaids_dresses;wedding_gowns;evening_dresses', 'addr:city': 'Vancouver'}"
49.2833706,-123.123246,jewelry,Swarovski,"{'brand:wikidata': 'Q611115', 'addr:province': 'BC', 'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'addr:housenumber': '1004', 'phone': '+1-604-629-1320', 'brand:wikipedia': 'en:Swarovski', 'opening_hours': 'Mo-Sa 11:00-19:00', 'addr:street': 'Robson Street', 'brand': 'Swarovski', 'addr:postcode': 'V6E 1A7', 'addr:city': 'Vancouver'}"
49.2851711,-123.120389,stationery,Staples,"{'brand:wikidata': 'Q17149420', 'addr:province': 'BC', 'addr:housenumber': '1055', 'phone': '+1-604-678-4873', 'brand:wikipedia': 'en:Staples Canada', 'opening_hours': 'Mo-Fr 08:00-19:00; Sa 10:00-17:00; Su 12:00-17:00', 'check_date:opening_hours': '2021-09-25', 'addr:street': 'West Georgia Street', 'brand': 'Staples', 'addr:postcode': 'V6E 3P3', 'addr:city': 'Vancouver'}"
49.2900594,-123.132718,supermarket,Whole Foods Market,"{'brand:wikidata': 'Q1809448', 'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.wholefoodsmarket.com/', 'phone': '+1-604-687-5288', 'brand:wikipedia': 'en:Whole Foods Market', 'opening_hours': 'Mo-Su 07:00-22:00', 'brand': 'Whole Foods Market', 'addr:city': 'Vancouver'}"
49.2791899,-123.125401,beauty,iNail Spa,"{'addr:province': 'BC', 'addr:housenumber': '1075', 'phone': '+1-604-915-6688', 'opening_hours': 'Mo-Sa 10:30-20:00; Su 11:00-17:00', 'check_date:opening_hours': '2020-11-13', 'addr:street': 'Howe Street', 'addr:city': 'Vancouver'}"
49.279788,-123.124467,clothes,Citylux,"{'addr:province': 'BC', 'opening_hours': 'Mo-We 12:00-19:00; Th-Sa 12:00-21:00; Su 13:00-19:00', 'addr:housenumber': '1015', 'name:en': 'Citylux', 'addr:street': 'Howe Street', 'addr:city': 'Vancouver'}"
49.285745,-123.1149184,beauty,The Abnormal Beauty Company,"{'addr:province': 'BC', 'addr:housenumber': '408', 'addr:street': 'Howe Street', 'addr:city': 'Vancouver'}"
49.2854788,-123.11534,jewelry,Cartier,"{'brand:wikidata': 'Q538587', 'addr:province': 'BC', 'addr:housenumber': '456', 'brand:wikipedia': 'en:Cartier (jeweler)', 'addr:street': 'Howe Street', 'brand': 'Cartier', 'addr:city': 'Vancouver'}"
49.2851437,-123.116367,jewelry,Freywille,"{'addr:province': 'BC', 'addr:housenumber': '511', 'addr:street': 'Howe Street', 'phone': '+1-604-569-0814', 'addr:postcode': 'V6C 2C2', 'addr:city': 'Vancouver'}"
49.2846394,-123.1170543,clothes,Snowflake,"{'addr:housenumber': '569', 'addr:street': 'Howe Street'}"
49.284655,-123.1170187,clothes,Feuille,"{'addr:housenumber': '565', 'addr:street': 'Howe Street'}"
49.27953,-123.117288,nutrition_supplements,Body Energy Club,"{'addr:province': 'BC', 'website': 'https://www.bodyenergyclub.com/pages/robsonstore', 'addr:housenumber': '428', 'payment:credit_cards': 'yes', 'phone': '+1-604-697-0466', 'opening_hours': 'Mo-Fr 07:00-10:30; Sa-Su 08:00-20:30', 'addr:street': 'Robson Street', 'payment:debit_cards': 'yes', 'addr:postcode': 'V6B 0H3', 'email': 'customercare@bodyenergyclub.com', 'addr:city': 'Vancouver'}"
49.2794696,-123.117178,beauty,Curlique,"{'addr:province': 'BC', 'opening_hours': 'Tu-Su 10:00-18:00', 'check_date:opening_hours': '2022-02-13', 'addr:housenumber': '410', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}"
49.2728607,-123.0693091,clothes,Blue Sky Clothing,"{'opening_hours': 'Mo-Su 10:00-18:00', 'addr:housenumber': '1312', 'addr:street': 'Commercial Drive'}"
49.2729443,-123.0693077,clothes,Exposure,"{'opening_hours': 'Mo-Sa 09:30-20:00; Su 09:30-19:30', 'website': 'https://exposureclothing.ca/', 'addr:housenumber': '1304', 'addr:street': 'Commercial Drive', 'addr:city': 'Vancouver'}"
49.283592,-123.1168276,supermarket,Meinhardt Fine Foods,"{'addr:province': 'BC', 'addr:housenumber': '609', 'phone': '+1-604-681-8175', 'level': '0', 'opening_hours': 'Mo-Su 09:00-20:00', 'addr:street': 'Granville Street', 'addr:postcode': 'V7Y 1E8', 'addr:city': 'Vancouver'}"
49.276611,-123.12188,beauty,SunScape,"{'opening_hours': 'Mo-Fr 08:00-22:00; Sa,Su 10:00-19:00', 'addr:housenumber': '415', 'addr:street': 'Helmcken Street', 'beauty': 'tanning'}"
49.275915,-123.1208459,clothes,Mavi,"{'brand:wikidata': 'Q1911924', 'addr:housenumber': '333', 'brand:wikipedia': 'en:Mavi Jeans', 'opening_hours': 'Mo-We 10:00-19:00; Th-Sa 10:00-20:00; Su,PH 11:00-18:00', 'check_date:opening_hours': '2020-12-10', 'addr:street': 'Helmcken Street', 'brand': 'Mavi'}"
49.2775045,-123.131269,e-cigarette,Vapa Lab,"{'addr:province': 'BC', 'opening_hours': 'Mo-Su 11:00-19:00', 'addr:housenumber': '1344', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
49.2832909,-123.1093985,erotic,Deadly Couture,"{'website': 'https://www.deadlyfetish.com', 'addr:housenumber': '315', 'phone': '+1 604 688 3766', 'addr:street': 'Cambie Street', 'opening_hours:covid19': 'off', 'clothes': 'yes', 'addr:city': 'Vancouver'}"
49.2835113,-123.1093433,clothes,Rubi & Kino,"{'addr:housenumber': '302', 'addr:street': 'West Cordova Street'}"
49.2836596,-123.1095742,clothes,Frank & Oak,"{'addr:housenumber': '316', 'addr:street': 'West Cordova Street', 'addr:city': 'Vancouver'}"
49.2838625,-123.1098862,shoes,Rowan Sky,"{'addr:housenumber': '334', 'addr:street': 'West Cordova Street'}"
49.2839139,-123.109963,clothes,Block,"{'addr:housenumber': '350', 'addr:street': 'West Cordova Street'}"
49.2829821,-123.1113878,beauty,Coalition Skin,"{'addr:housenumber': '424', 'addr:street': 'Homer Street'}"
49.2839979,-123.1096427,gift,Salmagundi West,"{'addr:housenumber': '321', 'name:en': 'Salmagundi West', 'addr:street': 'West Cordova Street'}"
49.2796765,-123.116951,alcohol,Robson Wine Beer + Spirits,"{'addr:province': 'BC', 'addr:housenumber': '425', 'drive_through': 'no', 'opening_hours': 'Mo-Su 09:00-23:00', 'check_date:opening_hours': '2022-02-13', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}"
49.2839666,-123.1095982,antiques,Uniques,"{'addr:housenumber': '319', 'addr:street': 'West Cordova Street'}"
49.1957576,-123.184804,convenience,Hudson,"{'opening_hours:signed': 'no', 'brand:wikidata': 'Q111534515', 'check_date:opening_hours': '2022-10-17', 'brand': 'Hudson', 'brand:wikipedia': 'en:Hudson Group'}"
49.2400812,-123.053775,butcher,Beefway Meats,"{'website': 'https://beefwaymeats.com/', 'addr:housenumber': '2519', 'phone': '+1-604-438-1190', 'opening_hours': 'Mo-Sa 09:00-17:00; Su 10:00-16:30', 'addr:street': 'Kingsway', 'addr:postcode': 'V5R 5H3', 'email': 'sales@beefway.com', 'addr:city': 'Vancouver'}"
49.2380733,-123.0656159,supermarket,JJ Sri Lankan Store,"{'addr:province': 'BC', 'addr:housenumber': '5125', 'addr:street': 'Victoria Drive', 'phone': '+1-604-423-4455', 'addr:postcode': 'V5P 3V1', 'addr:city': 'Vancouver'}"
49.2270051,-123.0033687,electronics,Best Buy,"{'brand:wikidata': 'Q533415', 'addr:housenumber': '6200', 'brand:wikipedia': 'en:Best Buy', 'addr:street': 'McKay Avenue', 'brand': 'Best Buy', 'addr:postcode': 'V5H 4L7', 'addr:city': 'Burnaby'}"
49.2745629,-123.124086,bakery,Ganache Pâtisserie,"{'addr:province': 'BC', 'website': 'http://www.ganacheyaletown.com', 'addr:housenumber': '1262', 'phone': '+1-604-899-1098', 'opening_hours': 'Tu-Sa 09:00-17:00', 'addr:street': 'Homer Street', 'email': 'ganache@ganacheyaletown.com', 'addr:city': 'Vancouver'}"
49.2748896,-123.123596,beauty,Posy,"{'opening_hours:signed': 'no', 'addr:street': 'Homer Street', 'addr:city': 'Vancouver'}"
49.2751086,-123.1232939,clothes,HER Store,"{'opening_hours:signed': 'no', 'addr:housenumber': '1202', 'addr:street': 'Homer Street', 'clothes': 'women', 'addr:city': 'Vancouver'}"
49.2802877,-123.1074007,convenience,7-Eleven,"{'brand:wikidata': 'Q259340', 'addr:street': 'Abbott Street', 'brand': '7-Eleven', 'brand:wikipedia': 'en:7-Eleven', 'addr:unit': '1075'}"
49.2757069,-123.1229397,beauty,Element Nail,"{'addr:province': 'BC', 'addr:street': 'Homer Street', 'addr:city': 'Vancouver'}"
49.2760323,-123.1247417,beauty,Poised,"{'opening_hours': 'Mo-Sa 10:00-19:00; Su 11:00-17:00', 'check_date:opening_hours': '2021-10-18', 'addr:housenumber': '538', 'addr:street': 'Davie Street', 'beauty': 'nails', 'addr:city': 'Vancouver'}"
