lat,lon,type,name,tags,category
49.2591796,-123.1389048,cafe,Bean Around The World,{'opening_hours': 'Mo-Fr 07:00-19:00; Sa-Su 07:30-19:00'},food
49.2586257,-123.1385101,cafe,Bump n Grind Cafe,"{'website': 'http://www.bumpngrindcafe.com/', 'addr:housenumber': '3010', 'phone': '+1-604-558-4743', 'smoking': 'no', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'addr:postcode': 'V6H 3J8', 'addr:city': 'Vancouver'}",food
49.2588402,-123.2480899,cafe,Bean Around The World,"{'wheelchair': 'yes', 'website': 'https://www.batwcoffee.com', 'internet_access': 'wlan', 'air_conditioning': 'yes', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'operator': 'Bean Around The World Coffees'}",food
49.25193,-123.1011606,cafe,Liberty Bakery,"{'opening_hours': 'Mo-Fr 08:00-18:00; Sa,Su 09:00-18:00', 'addr:housenumber': '3699', 'addr:street': 'Main Street', 'internet_access': 'yes', 'phone': '+1-604-709-9999'}",food
49.2516862,-123.101184,cafe,Coco et Olive Café,{'phone': '+1-604-736-7080'},food
49.2476955,-123.1008954,cafe,Blenz,{'opening_hours': 'Mo-Th 07:00-20:00; Fr 07:00-20:30; Sa 07:30-20:30; Su 08:00-19:30'},food
49.2470543,-123.1009591,restaurant,Sawasdee Thai Restaurant,"{'opening_hours': 'Tu-Su 17:00-21:00; Mo off', 'cuisine': 'thai', 'addr:housenumber': '4250', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",food
49.2473125,-123.1013883,cafe,Continental Coffee,{'opening_hours': 'Mo-Su 06:30-19:00'},food
49.2682468,-123.1525549,restaurant,Sophies Cosmic Cafe,"{'opening_hours': 'Mo 08:00-14:30; Tu-Su 08:00-20:00', 'addr:housenumber': '2095', 'addr:street': 'West 4th Avenue', 'phone': '+1-604-732-6810', 'url': 'http://www.sophiescosmiccafe.com/'}",food
49.2572846,-123.1269819,restaurant,De Dutch,"{'opening_hours': 'Mo-Su 08:00-14:00; PH 09:00-14:00', 'wheelchair': 'limited', 'cuisine': 'breakfast', 'addr:housenumber': '3192', 'addr:street': 'Oak Street'}",food
49.256999,-123.1270226,cafe,16th Avenue Cafe,"{'opening_hours': 'Mo-Fr 06:00-22:00; Sa-Su 07:00-22:00', 'addr:housenumber': '3208', 'addr:street': 'Oak Street'}",food
49.2579918,-123.127169,restaurant,Joon's Kitchen,"{'opening_hours': 'Mo-Su 17:00-22:00', 'cuisine': 'sushi', 'website': 'www.kaijapanese.ca'}",food
49.269446,-123.140707,restaurant,Apollinia,"{'opening_hours': 'Tu-Su 16:00-21:30', 'cuisine': 'greek', 'website': 'https://www.apolloniagreekrestaurant.com/', 'addr:housenumber': '1830', 'addr:street': 'Fir Street', 'phone': '+1-604-736-9559'}",food
49.266587,-123.135408,cafe,Innocent Coffee,"{'addr:housenumber': '1340', 'addr:street': 'West 4th Avenue'}",food
49.272173,-123.1351454,cafe,JJBean,{'indoor': 'yes'},food
49.2723817,-123.1352724,cafe,Siegel's Bagels,"{'website': 'https://siegelsbagels.com/', 'addr:housenumber': '1689', 'shop': 'bakery', 'phone': '+1-604-685-5670', 'opening_hours': 'Mo-Su 09:00-18:00;Mo-Su 09:00-19:00', 'indoor': 'yes', 'cuisine': 'bagel', 'addr:street': 'Johnston Street', 'addr:unit': '22', 'addr:city': 'Vancouver'}",food
49.2725816,-123.135486,cafe,Petit Ami,"{'phone': '+1-604-682-4044', 'indoor': 'yes', 'addr:unit': '103'}",food
49.2729649,-123.134873,cafe,The Blue Parrot Coffee,"{'opening_hours': 'Mo-Su 07:00-19:00', 'website': 'http://www.blueparrotcoffee.com/', 'addr:housenumber': '1689', 'addr:street': 'Johnston Street', 'phone': '+1-604-688-5127'}",food
49.2727636,-123.1354257,fast_food,La Tortilleria,"{'indoor': 'yes', 'cuisine': 'mexican'}",food
49.2727181,-123.1352635,fast_food,Phoenix Fast Food,"{'indoor': 'yes', 'cuisine': 'greek'}",food
49.2727426,-123.1352218,fast_food,OMI Teriyaki & Sushi,"{'indoor': 'yes', 'cuisine': 'japanese'}",food
49.272775,-123.1351615,fast_food,Curry 2 U,"{'indoor': 'yes', 'cuisine': 'indian'}",food
49.2728161,-123.1350944,fast_food,Celine's Fish & Chips,{'indoor': 'yes'},food
49.2724188,-123.134633,cafe,A la Mode,"{'website': 'https://www.alamodepie.com/', 'addr:housenumber': '1689', 'phone': '+1-604-685-8335', 'indoor': 'yes', 'addr:street': 'Johnston Street', 'email': 'info@alamodepie.com', 'addr:unit': '575'}",food
49.269394,-123.14098,cafe,Café Prado,"{'website': 'https://www.pradocafe.com/', 'addr:housenumber': '1809', 'addr:street': 'Fir Street', 'phone': '+1-604-733-8818'}",food
49.182733,-123.1360714,restaurant,The Deluxe Chinese Restaurant,"{'addr:province': 'BC', 'addr:housenumber': '4260', 'phone': '+1-604-278-8288', 'opening_hours': 'Mo-Su 10:00-15:00,17:00-22:00', 'cuisine': 'chinese;dim_sum', 'name:en': 'The Deluxe Chinese Restaurant', 'addr:street': 'No. 3 Road', 'addr:unit': '120', 'name:zh': '凱悅酒家', 'addr:city': 'Richmond'}",food
49.2745255,-123.122419,cafe,Faubourg Paris,"{'addr:province': 'BC', 'addr:housenumber': '302', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2748252,-123.123057,restaurant,Zab Zaab,"{'website': 'https://www.zabzaabthai.com/', 'addr:housenumber': '1211', 'phone': '+1-604-413-6999', 'opening_hours': 'Mo-Fr 11:30-15:00, 17:00-22:00; Sa-Su 17:00-22:00', 'cuisine': 'thai', 'addr:street': 'Hamilton Street', 'email': 'zabzaabthai@gmail.com'}",food
49.2752575,-123.1236127,cafe,JJ Bean,"{'opening_hours': 'Mo-Su 06:00-20:00', 'cuisine': 'coffee_shop', 'addr:housenumber': '402', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street'}",food
49.2755725,-123.1233974,cafe,Glory Juice,"{'website': 'https://gloryjuiceco.com/', 'addr:housenumber': '437', 'opening_hours': 'Mo-Fr 07:00-19:00; Sa-Su 08:00-19:00', 'check_date:opening_hours': '2021-04-04', 'cuisine': 'juice', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:postcode': 'V6B 2G2', 'addr:city': 'Vancouver'}",food
49.2757447,-123.1237233,cafe,Coo Coo Coffee,"{'addr:province': 'BC', 'cuisine': 'coffee', 'addr:housenumber': '477', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2499167,-123.0340382,restaurant,iSushi Japanese Restaurant,"{'addr:province': 'BC', 'addr:housenumber': '3883', 'addr:street': 'Rupert Street', 'addr:city': 'Vancouver'}",food
49.2494619,-123.127949,cafe,Dragon Ball Tea House,"{'opening_hours': 'Mo-Su 14:00-24:00', 'addr:housenumber': '1007', 'addr:street': 'West King Edward Avenue'}",food
49.2635437,-123.1463685,restaurant,Viet Flavour Restaurant,"{'addr:housenumber': '1822', 'addr:street': 'West Broadway', 'phone': '+1-604-737-8075', 'addr:city': 'Vancouver'}",food
49.2631899,-123.122457,restaurant,Banana Leaf on Broadway,"{'website': 'https://www.bananaleaf-vancouver.com/', 'addr:housenumber': '820', 'indoor_seating': 'yes', 'smoking': 'no', 'cuisine': 'asian', 'outdoor_seating': 'no', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Z 1J8'}",food
49.2753425,-123.1211166,restaurant,Bistro Sakana,"{'addr:housenumber': '1120', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}",food
49.275246,-123.120775,restaurant,Minami,"{'website': 'https://minamirestaurant.com/', 'addr:housenumber': '1118', 'phone': '+1-604-689-8313', 'opening_hours': 'Su-Th 12:00-21:30; Fr,Sa 12:00-22:30', 'cuisine': 'japanese;sushi', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}",food
49.2755974,-123.120309,restaurant,Hula,"{'addr:province': 'BC', 'addr:housenumber': '1076', 'opening_hours': 'Mo-Sa 11:30-20:00; Su 11:30-18:00', 'cuisine': 'poke', 'outdoor_seating': 'no', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}",food
49.2620492,-123.0332492,restaurant,SushiHolic,"{'delivery': 'Dinner, $30 min', 'cuisine': 'sushi', 'website': 'http://www.sushiholic.ca/', 'addr:housenumber': '3311', 'addr:street': 'East Broadway', 'phone': '+1-604-879-4881'}",food
49.2572924,-123.0896199,restaurant,Les Faux Bourgeois,"{'cuisine': 'french', 'website': 'http://www.lesfauxbourgeois.com', 'addr:housenumber': '663', 'addr:street': 'East 15th Avenue', 'phone': '+1-604-873-9733'}",food
49.2741294,-123.121871,fast_food,Jugo Juice,"{'addr:province': 'BC', 'website': 'https://jugojuice.com/', 'addr:housenumber': '202', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 08:00-20:30; Sa, Su 09:00-20:00', 'cuisine': 'smoothie', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2741,-123.1219573,restaurant,Salsa and Agave Mexican Grill,"{'website': 'https://www.salsaandagave.com/', 'addr:housenumber': '1205', 'payment:credit_cards': 'yes', 'phone': '+1-604-408-4228', 'opening_hours': 'We-Su 11:00-20:00', 'cuisine': 'mexican', 'outdoor_seating': 'yes', 'addr:street': 'Pacific Boulevard', 'payment:debit_cards': 'yes', 'takeaway': 'yes', 'addr:city': 'Vancouver'}",food
49.2740362,-123.1222575,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1213', 'drive_through': 'no', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Th 07:00-01:00; Fr 07:00-02:00; Sa 08:00-02:00; Su 08:00-01:00', 'cuisine': 'sandwich', 'addr:street': 'Pacific Boulevard', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}",food
49.2740162,-123.122343,fast_food,Dairy Queen,"{'brand:wikidata': 'Q1141226', 'addr:housenumber': '1217', 'drive_through': 'no', 'opening_hours': 'Mo-Su 11:00-22:00', 'check_date:opening_hours': '2021-04-14', 'cuisine': 'ice_cream;burger', 'addr:street': 'Pacific Boulevard', 'takeaway': 'yes', 'brand': 'Dairy Queen', 'branch': 'Orange Julius', 'addr:city': 'Vancouver'}",food
49.2505553,-123.0773106,restaurant,Po Kong,"{'diet:vegetarian': 'only', 'addr:housenumber': '1334', 'phone': '+1-604-876-3088', 'smoking': 'no', 'opening_hours': 'Mo-Su 10:30-21:30', 'description': 'Buddhist vegetarian', 'addr:street': 'Kingsway', 'takeaway': 'yes'}",food
49.2756803,-123.121753,restaurant,Cioppino's Mediterranean Grill,"{'addr:province': 'BC', 'addr:housenumber': '1133', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}",food
49.2757912,-123.121587,restaurant,Urban Thai Bistro,"{'addr:province': 'BC', 'website': 'https://thaihouse.com/urban-thai-bistro/', 'addr:housenumber': '1119', 'phone': '+1-604-408-7788', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'thai', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}",food
49.2760962,-123.121114,restaurant,Blue Water Cafe + raw bar,"{'addr:province': 'BC', 'website': 'https://bluewatercafe.net/', 'phone': '+1-604-688-8078', 'opening_hours': 'Mo-Su 17:00-24:00', 'outdoor_seating': 'yes', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}",food
49.256509,-123.0061178,restaurant,Grand Dynasty,"{'opening_hours': '09:30-22:30', 'cuisine': 'chinese', 'addr:housenumber': '4331', 'addr:street': 'Dominion Street', 'phone': '+1-604-432-6002'}",food
49.2539789,-123.2353357,restaurant,Togo Sushi,"{'website': 'https://www.togosushi.ca/', 'addr:housenumber': '3380', 'cuisine': 'sushi', 'addr:street': 'Shrum Lane', 'entrance': 'yes', 'addr:postcode': 'V6S 0B9', 'addr:city': 'Vancouver'}",food
49.2617269,-123.2555515,restaurant,Point Grill,{'cuisine': 'american'},food
49.2544938,-123.2350343,cafe,Jugo Juice,"{'cuisine': 'coffee_shop', 'addr:housenumber': '3348', 'addr:street': 'Wesbrook Mall', 'entrance': 'yes', 'addr:postcode': 'V6S 0A8', 'addr:city': 'Vancouver'}",food
49.2636258,-123.1852738,restaurant,Brown's Social House,"{'addr:housenumber': '3651', 'addr:street': 'West 10th Avenue'}",food
49.2758,-123.069653,restaurant,Sunrise Pizza,"{'addr:housenumber': '949', 'addr:street': 'Commercial Drive'}",food
49.2754879,-123.069294,restaurant,Mogu Fried Chicken,"{'addr:province': 'BC', 'addr:housenumber': '1012', 'addr:street': 'Commercial Drive', 'addr:city': 'Vancouver'}",food
49.2631815,-123.1220615,restaurant,Ta-Ke Don,"{'cuisine': 'japanese', 'smoking': 'no'}",food
49.197483,-123.177973,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}",food
49.197546,-123.178164,fast_food,Pizza Hut Express,"{'brand:wikidata': 'Q191615', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Pizza Hut', 'brand:wikipedia': 'en:Pizza Hut'}",food
49.197361,-123.178806,restaurant,Milestones,{},food
49.197646,-123.178346,fast_food,Hanami,"{'opening_hours': 'Mo-Su 09:00-23:00', 'cuisine': 'asian'}",food
49.197773,-123.178357,fast_food,Famous Famiglia,{'cuisine': 'pizza'},food
49.197857,-123.178461,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'opening_hours': 'Mo-Su 09:00-23:00', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}",food
49.197921,-123.178503,fast_food,A&W,"{'brand:wikidata': 'Q2818848', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W', 'brand:wikipedia': 'en:A&W (Canada)'}",food
49.198452,-123.179789,cafe,Euro Café,"{'brand:wikidata': 'Q113826845', 'cuisine': 'coffee_shop;sandwich', 'alt_name': 'Euro Cafe', 'takeaway': 'yes', 'brand': 'Euro Café'}",food
49.1971835,-123.1754826,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'website': 'https://www.timhortons.com/', 'addr:housenumber': '3211', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Grant McConachie Way', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'operator': 'Restaurant Brands International Inc.'}",food
49.1974076,-123.1749146,bar,Vino Volo,{'drink:wine': 'yes'},food
49.1975941,-123.1741753,restaurant,Canucks Bar & Grill,"{'delivery': 'no', 'drink:beer': 'yes', 'smoking': 'no'}",food
49.195091,-123.17849,restaurant,Koho Restaurant | Bar,{},food
49.2637874,-123.1396816,restaurant,Lin Chinese Cuisine And Tea House,"{'opening_hours': 'Mo-Su 11:00-15:00,17:00-22:00', 'cuisine': 'chinese;northern_chinese', 'addr:housenumber': '1537', 'addr:street': 'West Broadway', 'phone': '+1-604-733-9696'}",food
49.2810042,-123.05329,restaurant,Laska King,"{'addr:housenumber': '2546', 'phone': '+1-604-428-0155', 'payment:cash': 'yes', 'opening_hours': 'Tu-Sa 11:30-15:00, 17:00-21:00', 'cuisine': 'asian', 'addr:street': 'East Hastings Street', 'takeaway': 'yes'}",food
49.2812597,-123.053674,bar,Blind Rabbit,"{'addr:province': 'BC', 'wheelchair': 'yes', 'toilets:wheelchair': 'yes', 'addr:housenumber': '2533', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",food
49.2812597,-123.0537245,fast_food,FreshSlice,{},food
49.2678944,-123.1462762,restaurant,Ajiya Sushi,"{'addr:housenumber': '1822', 'phone': '+1-604-737-3999', 'opening_hours': 'Sa-Th 11:30-21:00; Fr 11:30-21:30', 'cuisine': 'japanese', 'addr:street': 'West 4th Avenue', 'takeaway': 'yes', 'addr:city': 'Vancouver'}",food
49.2662923,-123.1395508,restaurant,The Farmers Apprentice,{},food
49.270909,-123.147638,cafe,Pane From Heaven,"{'opening_hours': 'Mo-Sa 06:30-18:00', 'website': 'https://www.panefromheaven.com/', 'addr:housenumber': '1670', 'addr:street': 'Cypress Street', 'addr:city': 'Vancouver'}",food
49.3127252,-123.0272348,pub,Seymour's Pub,{},food
49.2063346,-123.1235828,cafe,Marpole Curling Club Cafe,"{'website': 'http://www.marpolecurling.com', 'addr:housenumber': '8730', 'internet_access': 'wlan', 'cuisine': 'coffee_shop', 'source': 'Personal Knowledge', 'addr:street': 'Heather Street', 'addr:postcode': 'V6P 3S8'}",food
49.2813917,-123.0579502,restaurant,Dachi,"{'addr:province': 'BC', 'addr:housenumber': '2297', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",food
49.2809841,-123.0574196,fast_food,Church's Chicken,"{'brand:wikidata': 'Q1089932', 'opening_hours': '24/7 ""Pickup window""', 'cuisine': 'chicken', 'takeaway': 'yes', 'brand': ""Church's Chicken"", 'brand:wikipedia': ""en:Church's Chicken""}",food
49.281317,-123.0587126,cafe,Pennyroyal Cafe,"{'addr:province': 'BC', 'addr:housenumber': '2263', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",food
49.2726415,-123.149817,restaurant,Octopus Garden,"{'addr:province': 'BC', 'website': 'https://www.octopusgarden-canada.com/', 'addr:housenumber': '1995', 'phone': '+1-604-734-8971', 'opening_hours': 'Th-Mo 17:00-21:30', 'description': 'Omakase', 'cuisine': 'japanese;sushi', 'addr:street': 'Cornwall Avenue', 'addr:postcode': 'V6J 1C9', 'addr:city': 'Vancouver'}",food
49.2484101,-123.1008773,cafe,Aperture Coffee Bar,"{'opening_hours': 'Mo-Su 08:00-21:30', 'addr:housenumber': '4124', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",food
49.2445983,-123.0643641,restaurant,The Tipper,"{'website': 'http://www.thetipperrestaurant.blogspot.com/', 'addr:housenumber': '2066', 'addr:street': 'Kingsway', 'phone': '+1-604-873-1010'}",food
49.278388,-123.099578,pub,London Pub,"{'addr:province': 'BC', 'website': 'https://www.londonpubvan.com/', 'addr:housenumber': '700', 'indoor_seating': 'yes', 'opening_hours': 'Su-Th 11:00-01:00, Fr,Sa 11:00-14:00', 'outdoor_seating': 'no', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",food
49.2784257,-123.098194,restaurant,Phnom Penh Restaurant,"{'website': 'https://phnompenhrestaurant.ca/', 'addr:housenumber': '244', 'phone': '+1-604-682-5777', 'opening_hours': 'Mo-Su 11:00-21:00', 'cuisine': 'cambodian;vietnamese', 'addr:street': 'East Georgia Street', 'addr:postcode': 'V6A 1Z7'}",food
49.252902399999996,-123.0822591,restaurant,Green Lemongrass,"{'cuisine': 'vietnamese', 'addr:housenumber': '1086', 'addr:street': 'Kingsway', 'phone': '+1-604-875-6638'}",food
49.2778449,-123.1276301,restaurant,Nando's,"{'brand:wikidata': 'Q3472954', 'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'addr:housenumber': '828', 'brand:wikipedia': ""en:Nando's"", 'opening_hours': 'Fr,Sa 11:00-24:00, Su-Th 11:00-23:00', 'cuisine': 'chicken;portuguese', 'addr:street': 'Davie Street', 'brand': ""Nando's""}",food
49.2779076,-123.1277317,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'wheelchair': 'yes', 'addr:housenumber': '838', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': '24/7', 'cuisine': 'sandwich', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'takeaway': 'yes', 'brand': 'Subway'}",food
49.28147,-123.0230924,cafe,La Fontana Cafe,{},food
49.2691037,-123.03418,restaurant,Poor Italian,"{'opening_hours': 'Th-Sa 17:00-21:00; Fr 11:30-14:30', 'website': 'https://www.pooritalian.com/', 'addr:housenumber': '3296', 'addr:street': 'East 1st Avenue', 'phone': '+1-604-251-1122', 'email': 'info@pooritalian.com'}",food
49.2710107,-123.0877506,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'drive_through': 'yes', 'brand:wikipedia': 'en:Starbucks', 'smoking': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",food
49.2679352,-123.1507133,restaurant,Indian Oven,"{'delivery': 'yes', 'addr:housenumber': '2006', 'phone': '+1-604-730-5069', 'level': '2', 'cuisine': 'indian', 'addr:street': 'West 4th Avenue', 'takeaway': 'yes'}",food
49.2662772,-123.1527092,cafe,Arbutus Coffee,"{'opening_hours': 'Mo-Fr 06:00-19:00; Sa-Su 08:00-18:00', 'wheelchair': 'yes', 'addr:housenumber': '2200', 'addr:street': 'West 6th Avenue'}",food
49.269022,-123.146012,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '4 1855', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Burrard Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",food
49.268772,-123.145147,cafe,Bel Café,"{'addr:province': 'BC', 'addr:housenumber': '1780', 'addr:street': 'West 3rd Avenue', 'addr:city': 'Vancouver'}",food
49.274141,-123.120068,fast_food,Fresh Bowl,"{'addr:province': 'BC', 'delivery': 'yes', 'website': 'https://www.freshbowl.ca/', 'addr:housenumber': '1128', 'phone': '+1-604-688-8565', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 12:00-20:00; Sa,Su 12:00-19:00', 'cuisine': 'southeast_asian', 'addr:street': 'Pacific Boulevard', 'addr:city': 'Vancouver'}",food
49.2749531,-123.118655,restaurant,La Terrazza,"{'addr:province': 'BC', 'website': 'https://laterrazza.ca/', 'addr:housenumber': '1088', 'microbrewery': 'no', 'opening_hours': 'Tu-Th 17:00-22:00, Sa-Su 17:00-23:00', 'cuisine': 'italian', 'outdoor_seating': 'no', 'addr:street': 'Cambie Street', 'addr:postcode': 'V6B6J5', 'addr:city': 'Vancouver'}",food
49.2766293,-123.1256382,restaurant,Sushi Yamato,"{'addr:province': 'BC', 'wheelchair': 'no', 'delivery': 'yes', 'addr:housenumber': '616', 'phone': '+1-604-682-5494', 'opening_hours': 'Mo-Su 11:30-22:30', 'cuisine': 'sushi', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2767875,-123.1258792,restaurant,Basil Pasta Bar,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.basilpastabar.com/', 'cuisine': 'pasta', 'takeaway': 'yes', 'addr:postcode': 'V6B 2G5', 'addr:city': 'Vancouver', 'toilets:wheelchair': 'yes', 'addr:housenumber': '636', 'payment:interac': 'yes', 'phone': '+1-604-568-3106', 'opening_hours': 'Su-Th 11:30-23:00; Fr-Sa 11:30-02:00', 'addr:street': 'Davie Street'}",food
49.2768123,-123.1259319,restaurant,Jako Sushi,"{'addr:province': 'BC', 'wheelchair': 'limited', 'addr:housenumber': '656', 'phone': '+1-604-687-0510', 'opening_hours': 'Mo-Th 11:00-22:30; Fr 11:00-23:00; Sa 11:30-23:00; Su,PH 11:30-22:30', 'cuisine': 'japanese;sushi', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2768499,-123.1259855,cafe,Persian Tea House,"{'addr:province': 'BC', 'wheelchair': 'no', 'note': 'Hookah lounge 19+ only', 'addr:housenumber': '668', 'opening_hours': 'Su-Th 16:00-23:00, Fr,Sa 16:00-02:00', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2796822,-123.126535,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'addr:province': 'BC', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'toilets:wheelchair': 'yes', 'addr:housenumber': '1095', 'drive_through': 'no', 'opening_hours': 'Mo-Sa 08:00-23:00; Su 09:00-22:00', 'addr:street': 'Hornby Street', 'brand': 'Subway'}",food
49.2852547,-123.1162397,cafe,Sciué,"{'addr:province': 'BC', 'website': 'https://www.sciue.ca/', 'addr:housenumber': '800', 'cuisine': 'italian', 'outdoor_seating': 'yes', 'addr:street': 'West Pender Street', 'addr:unit': '110', 'addr:city': 'Vancouver'}",food
49.2846537,-123.1152837,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'wheelchair': 'yes', 'official_name': 'Starbucks Coffee', 'level': '0', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Th 05:30-21:00; Fr 05:30-22:00; Sa 07:00-22:00; Su 07:00-21:00', 'check_date:opening_hours': '2021-11-01', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",food
49.2849331,-123.115686,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'website': 'https://www.timhortons.com/', 'level': '0', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': 'Mo,Tu 10:00-19:00; We-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00', 'check_date:opening_hours': '2021-11-01', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'operator': 'Restaurant Brands International Inc.'}",food
49.2803306,-123.130859,fast_food,Best Bite Donair,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '1091', 'source': 'Bing', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",food
49.2338606,-123.1399736,restaurant,Kyuzo Japanese Restaurant,"{'opening_hours': 'Mo-Su 11:00-24:00', 'cuisine': 'sushi', 'addr:housenumber': '5701', 'addr:street': 'Granville Street', 'addr:unit': '112', 'addr:city': 'Vancouver'}",food
49.2859592,-123.115236,cafe,Caffè Artigiano,"{'opening_hours': 'Mo-Fr 06:00-18:00; PH,Sa,Su 08:00-17:00'}",food
49.284191,-123.115916,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'addr:province': 'BC', 'wheelchair': 'yes', 'level': '0', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '541', 'drive_through': 'no', 'opening_hours': '24/7', 'addr:street': 'Granville Street', 'brand': 'Subway'}",food
49.2480929,-123.1008145,cafe,Sweet Revenge,"{'opening_hours': 'Tu-Th 18:00-23:30; Fr,Sa 18:00-24:00; Mo off; Su 18:00-24:00', 'website': 'https://sweet-revenge.ca/'}",food
49.2810095,-123.0537462,restaurant,El Pulgarcito,"{'cuisine': 'mexican;salvadoran', 'addr:housenumber': '2522', 'addr:street': 'East Hastings Street'}",food
49.281406,-123.049888,restaurant,James on Hastings Chinese Restaurant,"{'addr:province': 'BC', 'addr:housenumber': '2683', 'phone': '+1-604-255-3188', 'opening_hours': 'Mo-Su 11:00-22:00', 'cuisine': 'chinese;cantonese', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",food
49.2814113,-123.049572,cafe,Laughing Bean Coffee Co.,"{'addr:province': 'BC', 'addr:housenumber': '2695', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",food
49.260812,-123.125736,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '2787', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Th 05:30-19:30; Fr-Su 05:30-20:00', 'cuisine': 'coffee_shop', 'addr:street': 'Laurel Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",food
49.260953,-123.125704,fast_food,Salad Loop,{'opening_hours': 'Mo-Fr 07:00-17:00; Sa 10:00-14:30'},food
